MM/DD/YYYY,ID,YEAR,MONTH,DAY,TMAX,TMAX_FLAGS,TMIN,TMIN_FLAGS,PRCP,PRCP_FLAGS,SNWD,SNWD_FLAGS,AWND,AWND_FLAGS,FMTM,FMTM_FLAGS,PGTM,PGTM_FLAGS,TAVG,TAVG_FLAGS,WDF2,WDF2_FLAGS,WDF5,WDF5_FLAGS,WSF2,WSF2_FLAGS,WSF5,WSF5_FLAGS,TSUN,TSUN_FLAGS,WT01,WT01_FLAGS,WT02,WT02_FLAGS,WT08,WT08_FLAGS,WT03,WT03_FLAGS,SNOW,SNOW_FLAGS,WT07,WT07_FLAGS
2009-08-02,USW00003171,2009,08,2,339.0,__W,178.0,__W,0.0,__W,nan,nan,20.0,__W,nan,nan,1631.0,__W,nan,nan,270.0,__W,280.0,__W,67.0,__W,89.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-03,USW00003171,2009,08,3,367.0,__W,183.0,__W,0.0,__W,nan,nan,15.0,__W,nan,nan,1410.0,__W,nan,nan,260.0,__W,260.0,__W,63.0,__W,81.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-04,USW00003171,2009,08,4,383.0,__W,189.0,__W,0.0,__W,nan,nan,23.0,__W,nan,nan,1532.0,__W,nan,nan,260.0,__W,250.0,__W,76.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-05,USW00003171,2009,08,5,367.0,__W,194.0,__W,0.0,__W,nan,nan,25.0,__W,nan,nan,1412.0,__W,nan,nan,260.0,__W,250.0,__W,89.0,__W,125.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-06,USW00003171,2009,08,6,317.0,__W,172.0,__W,0.0,__W,nan,nan,25.0,__W,nan,nan,1504.0,__W,nan,nan,250.0,__W,260.0,__W,81.0,__W,107.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-07,USW00003171,2009,08,7,283.0,__W,156.0,__W,0.0,__W,nan,nan,22.0,__W,nan,nan,1528.0,__W,nan,nan,260.0,__W,250.0,__W,76.0,__W,107.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-08,USW00003171,2009,08,8,300.0,__W,156.0,__W,0.0,__W,nan,nan,22.0,__W,nan,nan,1600.0,__W,nan,nan,270.0,__W,270.0,__W,72.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-09,USW00003171,2009,08,9,311.0,__W,161.0,__W,0.0,__W,nan,nan,21.0,__W,nan,nan,1626.0,__W,nan,nan,280.0,__W,270.0,__W,67.0,__W,89.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-10,USW00003171,2009,08,10,333.0,__W,161.0,__W,0.0,__W,nan,nan,23.0,__W,nan,nan,1553.0,__W,nan,nan,270.0,__W,250.0,__W,76.0,__W,98.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-11,USW00003171,2009,08,11,339.0,__W,161.0,__W,0.0,__W,nan,nan,20.0,__W,nan,nan,1609.0,__W,nan,nan,270.0,__W,300.0,__W,58.0,__W,81.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-12,USW00003171,2009,08,12,344.0,__W,167.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1552.0,__W,nan,nan,270.0,__W,270.0,__W,67.0,__W,89.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-13,USW00003171,2009,08,13,339.0,__W,161.0,__W,0.0,__W,nan,nan,19.0,__W,nan,nan,1420.0,__W,nan,nan,280.0,__W,280.0,__W,81.0,__W,116.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-14,USW00003171,2009,08,14,317.0,__W,167.0,__W,0.0,__W,nan,nan,22.0,__W,nan,nan,1541.0,__W,nan,nan,280.0,__W,280.0,__W,76.0,__W,107.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-15,USW00003171,2009,08,15,306.0,__W,167.0,__W,0.0,__W,nan,nan,21.0,__W,nan,nan,1408.0,__W,nan,nan,260.0,__W,250.0,__W,72.0,__W,103.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-16,USW00003171,2009,08,16,306.0,__W,161.0,__W,0.0,__W,nan,nan,18.0,__W,nan,nan,1530.0,__W,nan,nan,270.0,__W,280.0,__W,67.0,__W,89.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-17,USW00003171,2009,08,17,311.0,__W,144.0,__W,0.0,__W,nan,nan,21.0,__W,nan,nan,1734.0,__W,nan,nan,270.0,__W,280.0,__W,63.0,__W,81.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-18,USW00003171,2009,08,18,322.0,__W,150.0,__W,0.0,__W,nan,nan,20.0,__W,nan,nan,1607.0,__W,nan,nan,270.0,__W,270.0,__W,67.0,__W,94.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-19,USW00003171,2009,08,19,311.0,__W,156.0,__W,0.0,__W,nan,nan,20.0,__W,nan,nan,1430.0,__W,nan,nan,270.0,__W,270.0,__W,63.0,__W,81.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-20,USW00003171,2009,08,20,333.0,__W,161.0,__W,0.0,__W,nan,nan,19.0,__W,nan,nan,1627.0,__W,nan,nan,270.0,__W,270.0,__W,63.0,__W,81.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-21,USW00003171,2009,08,21,306.0,__W,172.0,__W,0.0,__W,nan,nan,13.0,__W,nan,nan,1418.0,__W,nan,nan,270.0,__W,280.0,__W,58.0,__W,72.0,__W,nan,nan,nan,nan,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-22,USW00003171,2009,08,22,356.0,__W,206.0,__W,0.0,__W,nan,nan,26.0,__W,nan,nan,1619.0,__W,nan,nan,280.0,__W,280.0,__W,81.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-23,USW00003171,2009,08,23,344.0,__W,183.0,__W,0.0,__W,nan,nan,22.0,__W,nan,nan,1536.0,__W,nan,nan,270.0,__W,260.0,__W,76.0,__W,107.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-24,USW00003171,2009,08,24,344.0,__W,178.0,__W,0.0,__W,nan,nan,19.0,__W,nan,nan,1551.0,__W,nan,nan,260.0,__W,250.0,__W,72.0,__W,103.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-08-25,USW00003171,2009,08,25,372.0,__W,172.0,__W,0.0,__W,nan,nan,20.0,__W,nan,nan,1555.0,__W,nan,nan,250.0,__W,250.0,__W,89.0,__W,116.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-26,USW00003171,2009,08,26,394.0,__W,167.0,__W,0.0,__W,nan,nan,25.0,__W,nan,nan,1523.0,__W,nan,nan,250.0,__W,250.0,__W,98.0,__W,125.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-27,USW00003171,2009,08,27,422.0,__W,178.0,__W,0.0,__W,nan,nan,22.0,__W,nan,nan,1642.0,__W,nan,nan,250.0,__W,250.0,__W,81.0,__W,107.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-28,USW00003171,2009,08,28,411.0,__W,200.0,__W,0.0,__W,nan,nan,20.0,__W,nan,nan,1346.0,__W,nan,nan,260.0,__W,270.0,__W,76.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-29,USW00003171,2009,08,29,422.0,__W,222.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1629.0,__W,nan,nan,280.0,__W,280.0,__W,72.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-30,USW00003171,2009,08,30,406.0,__W,200.0,__W,0.0,__W,nan,nan,16.0,__W,nan,nan,1624.0,__W,nan,nan,280.0,__W,280.0,__W,58.0,__W,76.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-08-31,USW00003171,2009,08,31,394.0,__W,194.0,__W,0.0,__W,nan,nan,19.0,__W,nan,nan,1343.0,__W,nan,nan,270.0,__W,280.0,__W,58.0,__W,89.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-01,USW00003171,2009,09,1,389.0,__W,239.0,__W,0.0,__W,nan,nan,21.0,__W,nan,nan,1520.0,__W,nan,nan,270.0,__W,280.0,__W,76.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-02,USW00003171,2009,09,2,394.0,__W,222.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1315.0,__W,nan,nan,260.0,__W,240.0,__W,81.0,__W,107.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-03,USW00003171,2009,09,3,389.0,__W,228.0,__W,0.0,__W,nan,nan,19.0,__W,nan,nan,1444.0,__W,nan,nan,270.0,__W,280.0,__W,76.0,__W,107.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-04,USW00003171,2009,09,4,383.0,__W,222.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1612.0,__W,nan,nan,260.0,__W,280.0,__W,81.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-05,USW00003171,2009,09,5,361.0,__W,200.0,__W,0.0,__W,nan,nan,19.0,__W,nan,nan,1552.0,__W,nan,nan,280.0,__W,270.0,__W,72.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-06,USW00003171,2009,09,6,344.0,__W,167.0,__W,0.0,__W,nan,nan,20.0,__W,nan,nan,1514.0,__W,nan,nan,270.0,__W,280.0,__W,76.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-07,USW00003171,2009,09,7,333.0,__W,167.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1608.0,__W,nan,nan,280.0,__W,280.0,__W,72.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-08,USW00003171,2009,09,8,322.0,__W,156.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1544.0,__W,nan,nan,280.0,__W,280.0,__W,67.0,__W,94.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-09-09,USW00003171,2009,09,9,339.0,__W,161.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1623.0,__W,nan,nan,270.0,__W,270.0,__W,63.0,__W,89.0,__W,nan,nan,nan,nan,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-09-10,USW00003171,2009,09,10,378.0,__W,178.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1510.0,__W,nan,nan,280.0,__W,270.0,__W,72.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-09-11,USW00003171,2009,09,11,350.0,__W,200.0,__W,0.0,__W,nan,nan,15.0,__W,nan,nan,1333.0,__W,nan,nan,280.0,__W,270.0,__W,63.0,__W,89.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-12,USW00003171,2009,09,12,322.0,__W,183.0,__W,0.0,__W,nan,nan,20.0,__W,nan,nan,1259.0,__W,nan,nan,280.0,__W,280.0,__W,72.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-13,USW00003171,2009,09,13,278.0,__W,172.0,__W,0.0,__W,nan,nan,24.0,__W,nan,nan,1544.0,__W,nan,nan,260.0,__W,270.0,__W,81.0,__W,107.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-09-14,USW00003171,2009,09,14,267.0,__W,167.0,__W,0.0,__W,nan,nan,25.0,__W,nan,nan,1658.0,__W,nan,nan,250.0,__W,270.0,__W,76.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-15,USW00003171,2009,09,15,289.0,__W,144.0,__W,0.0,__W,nan,nan,14.0,__W,nan,nan,1708.0,__W,nan,nan,250.0,__W,280.0,__W,67.0,__W,81.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-16,USW00003171,2009,09,16,328.0,__W,161.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1701.0,__W,nan,nan,280.0,__W,270.0,__W,72.0,__W,94.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-17,USW00003171,2009,09,17,356.0,__W,172.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1514.0,__W,nan,nan,270.0,__W,270.0,__W,76.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-18,USW00003171,2009,09,18,378.0,__W,189.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1537.0,__W,nan,nan,270.0,__W,280.0,__W,76.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-09-19,USW00003171,2009,09,19,356.0,__W,183.0,__W,0.0,__W,nan,nan,16.0,__W,nan,nan,1428.0,__W,nan,nan,270.0,__W,260.0,__W,76.0,__W,103.0,__W,nan,nan,1.0,__W,1.0,__W,1.0,__W,nan,nan,nan,nan,nan,nan
2009-09-20,USW00003171,2009,09,20,344.0,__W,172.0,__W,0.0,__W,nan,nan,16.0,__W,nan,nan,1501.0,__W,nan,nan,280.0,__W,280.0,__W,67.0,__W,94.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-09-21,USW00003171,2009,09,21,339.0,__W,167.0,__W,0.0,__W,nan,nan,15.0,__W,nan,nan,1323.0,__W,nan,nan,260.0,__W,250.0,__W,67.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-22,USW00003171,2009,09,22,406.0,__W,161.0,__W,0.0,__W,nan,nan,22.0,__W,nan,nan,1117.0,__W,nan,nan,20.0,__W,20.0,__W,67.0,__W,107.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-23,USW00003171,2009,09,23,389.0,__W,161.0,__W,0.0,__W,nan,nan,22.0,__W,nan,nan,1326.0,__W,nan,nan,350.0,__W,360.0,__W,81.0,__W,130.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-24,USW00003171,2009,09,24,400.0,__W,172.0,__W,0.0,__W,nan,nan,21.0,__W,nan,nan,1537.0,__W,nan,nan,260.0,__W,260.0,__W,81.0,__W,112.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-25,USW00003171,2009,09,25,406.0,__W,189.0,__W,0.0,__W,nan,nan,21.0,__W,nan,nan,1509.0,__W,nan,nan,260.0,__W,280.0,__W,81.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-26,USW00003171,2009,09,26,411.0,__W,183.0,__W,0.0,__W,nan,nan,21.0,__W,nan,nan,1358.0,__W,nan,nan,280.0,__W,280.0,__W,81.0,__W,107.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-09-27,USW00003171,2009,09,27,367.0,__W,183.0,__W,0.0,__W,nan,nan,16.0,__W,nan,nan,1326.0,__W,nan,nan,280.0,__W,280.0,__W,67.0,__W,94.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-09-28,USW00003171,2009,09,28,317.0,__W,144.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1544.0,__W,nan,nan,280.0,__W,280.0,__W,63.0,__W,94.0,__W,nan,nan,1.0,__W,1.0,__W,1.0,__W,nan,nan,nan,nan,nan,nan
2009-09-29,USW00003171,2009,09,29,272.0,__W,150.0,__W,0.0,__W,nan,nan,18.0,__W,nan,nan,1542.0,__W,nan,nan,260.0,__W,270.0,__W,67.0,__W,89.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-09-30,USW00003171,2009,09,30,283.0,__W,139.0,__W,0.0,__W,nan,nan,14.0,__W,nan,nan,1655.0,__W,nan,nan,260.0,__W,270.0,__W,58.0,__W,72.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-10-01,USW00003171,2009,10,1,328.0,__W,139.0,__W,0.0,__W,nan,nan,26.0,__W,nan,nan,724.0,__W,nan,nan,20.0,__W,40.0,__W,72.0,__W,125.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-02,USW00003171,2009,10,2,328.0,__W,133.0,__W,0.0,__W,nan,nan,19.0,__W,nan,nan,1553.0,__W,nan,nan,280.0,__W,280.0,__W,76.0,__W,116.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-03,USW00003171,2009,10,3,272.0,__W,111.0,__W,0.0,__W,nan,nan,19.0,__W,nan,nan,1634.0,__W,nan,nan,270.0,__W,280.0,__W,89.0,__W,116.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-04,USW00003171,2009,10,4,211.0,__W,111.0,__W,0.0,__W,nan,nan,29.0,__W,nan,nan,1500.0,__W,nan,nan,220.0,__W,210.0,__W,94.0,__W,116.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-05,USW00003171,2009,10,5,228.0,__W,83.0,__W,0.0,__W,nan,nan,13.0,__W,nan,nan,1531.0,__W,nan,nan,270.0,__W,280.0,__W,67.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-06,USW00003171,2009,10,6,239.0,__W,94.0,__W,0.0,__W,nan,nan,22.0,__W,nan,nan,1625.0,__W,nan,nan,270.0,__W,280.0,__W,76.0,__W,107.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-07,USW00003171,2009,10,7,222.0,__W,133.0,__W,0.0,__W,nan,nan,21.0,__W,nan,nan,1026.0,__W,nan,nan,250.0,__W,250.0,__W,72.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-08,USW00003171,2009,10,8,244.0,__W,111.0,__W,0.0,__W,nan,nan,12.0,__W,nan,nan,1517.0,__W,nan,nan,270.0,__W,280.0,__W,54.0,__W,76.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-10-09,USW00003171,2009,10,9,256.0,__W,111.0,__W,0.0,__W,nan,nan,16.0,__W,nan,nan,1255.0,__W,nan,nan,260.0,__W,280.0,__W,54.0,__W,72.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-10-10,USW00003171,2009,10,10,256.0,__W,117.0,__W,0.0,__W,nan,nan,15.0,__W,nan,nan,1700.0,__W,nan,nan,280.0,__W,280.0,__W,67.0,__W,89.0,__W,nan,nan,1.0,__W,1.0,__W,1.0,__W,nan,nan,nan,nan,nan,nan
2009-10-11,USW00003171,2009,10,11,211.0,__W,117.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1811.0,__W,nan,nan,250.0,__W,280.0,__W,63.0,__W,76.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-10-12,USW00003171,2009,10,12,172.0,__W,111.0,__W,0.0,__W,nan,nan,7.0,__W,nan,nan,2019.0,__W,nan,nan,280.0,__W,280.0,__W,31.0,__W,45.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-13,USW00003171,2009,10,13,206.0,__W,144.0,__W,3.0,__W,nan,nan,15.0,__W,nan,nan,620.0,__W,nan,nan,180.0,__W,200.0,__W,94.0,__W,116.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-14,USW00003171,2009,10,14,217.0,__W,156.0,__W,5.0,__W,nan,nan,9.0,__W,nan,nan,726.0,__W,nan,nan,150.0,__W,130.0,__W,36.0,__W,45.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-15,USW00003171,2009,10,15,306.0,__W,161.0,__W,0.0,T_W,nan,nan,9.0,__W,nan,nan,1248.0,__W,nan,nan,270.0,__W,290.0,__W,45.0,__W,76.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-10-16,USW00003171,2009,10,16,378.0,__W,167.0,__W,0.0,__W,nan,nan,20.0,__W,nan,nan,1310.0,__W,nan,nan,350.0,__W,330.0,__W,67.0,__W,103.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-17,USW00003171,2009,10,17,367.0,__W,167.0,__W,0.0,__W,nan,nan,18.0,__W,nan,nan,1458.0,__W,nan,nan,270.0,__W,280.0,__W,72.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-18,USW00003171,2009,10,18,317.0,__W,150.0,__W,0.0,__W,nan,nan,21.0,__W,nan,nan,1248.0,__W,nan,nan,280.0,__W,270.0,__W,76.0,__W,98.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-10-19,USW00003171,2009,10,19,239.0,__W,156.0,__W,0.0,__W,nan,nan,20.0,__W,nan,nan,1902.0,__W,nan,nan,260.0,__W,270.0,__W,67.0,__W,94.0,__W,nan,nan,1.0,__W,nan,nan,1.0,__W,nan,nan,nan,nan,nan,nan
2009-10-20,USW00003171,2009,10,20,244.0,__W,117.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1546.0,__W,nan,nan,260.0,__W,250.0,__W,76.0,__W,107.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-21,USW00003171,2009,10,21,294.0,__W,111.0,__W,0.0,__W,nan,nan,20.0,__W,nan,nan,1637.0,__W,nan,nan,260.0,__W,290.0,__W,72.0,__W,98.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-22,USW00003171,2009,10,22,306.0,__W,117.0,__W,0.0,__W,nan,nan,15.0,__W,nan,nan,1555.0,__W,nan,nan,270.0,__W,280.0,__W,63.0,__W,81.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-23,USW00003171,2009,10,23,333.0,__W,106.0,__W,0.0,__W,nan,nan,16.0,__W,nan,nan,1606.0,__W,nan,nan,260.0,__W,260.0,__W,67.0,__W,89.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-24,USW00003171,2009,10,24,306.0,__W,128.0,__W,0.0,__W,nan,nan,13.0,__W,nan,nan,1305.0,__W,nan,nan,280.0,__W,280.0,__W,58.0,__W,76.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-25,USW00003171,2009,10,25,328.0,__W,122.0,__W,0.0,__W,nan,nan,26.0,__W,nan,nan,1232.0,__W,nan,nan,30.0,__W,30.0,__W,89.0,__W,134.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-26,USW00003171,2009,10,26,328.0,__W,144.0,__W,0.0,__W,nan,nan,17.0,__W,nan,nan,1552.0,__W,nan,nan,260.0,__W,240.0,__W,63.0,__W,81.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-27,USW00003171,2009,10,27,222.0,__W,106.0,__W,0.0,__W,nan,nan,20.0,__W,nan,nan,1905.0,__W,nan,nan,360.0,__W,360.0,__W,76.0,__W,130.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-28,USW00003171,2009,10,28,194.0,__W,106.0,__W,0.0,__W,nan,nan,34.0,__W,nan,nan,1522.0,__W,nan,nan,30.0,__W,10.0,__W,76.0,__W,130.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-29,USW00003171,2009,10,29,217.0,__W,83.0,__W,0.0,__W,nan,nan,35.0,__W,nan,nan,919.0,__W,nan,nan,30.0,__W,30.0,__W,94.0,__W,148.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-30,USW00003171,2009,10,30,244.0,__W,72.0,__W,0.0,__W,nan,nan,14.0,__W,nan,nan,1423.0,__W,nan,nan,270.0,__W,280.0,__W,40.0,__W,58.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-10-31,USW00003171,2009,10,31,306.0,__W,89.0,__W,0.0,__W,nan,nan,28.0,__W,nan,nan,1153.0,__W,nan,nan,20.0,__W,40.0,__W,81.0,__W,139.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-11-01,USW00003171,2009,11,1,328.0,__W,100.0,__W,0.0,__W,nan,nan,16.0,__W,nan,nan,1530.0,__W,nan,nan,270.0,__W,270.0,__W,58.0,__W,76.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-11-02,USW00003171,2009,11,2,328.0,__W,111.0,__W,0.0,__W,nan,nan,16.0,__W,nan,nan,1523.0,__W,nan,nan,260.0,__W,270.0,__W,54.0,__W,63.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2009-11-03,USW00003171,2009,11,3,339.0,__W,100.0,__W,0.0,__W,nan,nan,18.0,__W,nan,nan,1522.0,__W,nan,nan,280.0,__W,270.0,__W,58.0,__W,81.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
